customer_unique_id,shap_historical_recency_days,shap_historical_order_count,shap_historical_revenue,shap_historical_item_count,shap_historical_unique_products,shap_historical_average_order_value,shap_historical_average_items_per_order,shap_historical_orders_per_active_day,predicted_future_revenue,future_revenue
00293787e2aec37a9c253b63fdfe2049,0.053627238,-6.7842295e-05,-0.016726835,-0.0008949558,-0.00016193281,-0.005122936,0.0017299439,-0.00037161476,0.06123801,0.0
0029bd580d3012618731f5abb174a07f,-0.019003076,-0.0006204274,0.002612902,-0.0054047834,-0.0009810798,0.0044718035,-0.004531667,0.0035780505,0.007575302,0.0
002aba8c1af80acacef6e011f9f23262,0.02663161,6.4194346e-06,-0.02874317,0.00033052068,-0.00025084266,0.023382572,-0.00054061797,-0.002009764,0.047317095,0.0
002ae492472e45ad6ebeb7a625409392,0.0233815,-4.143225e-05,-0.007835731,0.006861862,-0.0033729721,-0.012778457,0.019366339,-0.0006629021,0.053737342,0.0
002b4cd83fabaffaa475f78ea5ef3e08,-0.018393598,-0.00056725845,0.0066975197,-0.0036513146,0.00062002684,-0.008693129,-0.0025561636,0.0030990562,0.0039881193,0.0
002bdeb33da5b1b3ce8b9c822f749c82,-0.008649387,-0.00058117893,0.009527633,-0.0029160955,-0.0003987942,-0.0053495965,-0.00052079966,0.00057150546,0.01929206,0.0
002cdf87d4c03f08f7eb4551a923affc,-0.0043368037,0.000102548045,-0.00691209,-0.0012994852,-0.0002683479,-0.0024251721,-0.00043538687,4.805306e-05,0.0119694285,0.0
002d3bd901608f67c3fc11eaaa842b13,-0.01280757,-0.0010058159,0.024530854,-0.003574252,-5.462464e-05,0.006009909,-0.0011009597,-0.0012744896,0.038885113,0.0
002d71b244beb91ca7030b15ab526446,-0.02132032,-0.0016044794,0.007375471,-0.0011894504,0.0003500779,0.0009934441,-0.00018395463,0.0010714243,0.013001031,0.0
002da6dde369f6a8b4c999ed61eb5a87,0.021190507,-0.0012274784,0.0010540499,-0.0078608915,-0.0037770355,-0.0023512554,-0.007823123,0.00247386,0.029531308,0.0
002eb8b96288f3804e21d2777ac29895,-0.0005306502,-0.0019395875,-0.017324224,-0.0014508823,3.2607648e-05,0.0012413638,-0.00033015455,0.0010571422,0.00821421,0.0
002ed12115742033f015cb3c269ccf68,-0.0029056468,-0.003007659,-0.015435903,-0.003045952,-5.3300984e-05,0.007865587,-0.00035678857,0.0010475372,0.011599668,0.0
002ef00822613c94613e60e03b169fef,-0.006604747,-0.002042503,-0.0009987593,-0.0057611023,-9.137243e-05,0.010763969,-0.0052610864,0.0016903698,0.019303769,0.0
002feefec5af0a3b26ee7839c66d205e,0.14501597,-0.0017545841,0.069177754,-0.0028579826,0.00034023382,0.036317177,-0.00095677184,0.002137903,0.31632638,0.0
003035f5ec76f2220098377482de93c9,0.0053949365,-0.0008889613,0.01004329,-0.0035386041,-0.00019443991,-0.0070658782,-0.0011613673,0.0028387844,0.0333984,0.0
00324c9f4d710e7bac5c5ba679714430,-0.009031201,-0.0027448228,-0.011473354,-0.0021007806,0.00015670754,0.008544544,-0.00014087817,0.0020278324,0.012743595,0.0
0032c76b20340da25249092a268ce66c,0.011898746,-0.0016677743,0.0058790604,-0.0018425119,0.00022314585,0.013387307,-0.0013752516,0.0010625891,0.056530412,0.0
0034c76b7e6a17d738375b99afc2f01e,0.020060055,-0.00036965508,-0.02383286,-0.0056362646,-0.0023108968,0.007933484,0.000204148,0.00051620405,0.02427933,0.0
0035029989e6fc5cf030918a5f9f2037,0.0523797,0.0013822316,-0.044922296,0.011401187,-0.0076274197,-0.030284544,0.017080873,-0.0015165725,0.025641441,0.0
003650b504826ea534e02eba0ab58dd5,0.019222984,-0.0010358427,-0.063333295,-0.015554684,-0.0006400933,0.05422355,-0.0014586283,0.003357185,0.022454616,0.0
